country,date,type,party,id,created_at,updated_at,party_id_source,seats,vote_share,votes,data_source,description,comment,data_json,election_id,party_id,alliance_id
AUS,1901-03-30,parliament,PP,6203,2026-01-18 10:42:59.080000,2026-01-18 10:42:59.082000,PROT,32,44.4,189294,barber,,,"{""seats_uncontested"": 6}",731,1898,
AUS,1901-03-30,parliament,FTP,6256,2026-01-18 10:42:59.187000,2026-01-18 10:42:59.188000,FT,26,34.2,145611,barber,,,{},731,1938,
AUS,1901-03-30,parliament,ALP,6401,2026-01-18 10:42:59.521000,2026-01-18 10:42:59.523000,ALP,15,19.4,82734,barber,,,{},731,1253,
AUS,1901-03-30,parliament,none,6224,2026-01-18 10:42:59.118000,2026-01-18 10:42:59.119000,Others,1,1.4,5815,barber,,,{},731,1396,
AUS,1901-03-30,parliament,one-seat,6335,2026-01-18 10:42:59.358000,2026-01-18 10:42:59.360000,Ind. Labor,1,0.6,2569,barber,Independet Labor Party (Queensland),,{},731,2299,
AUS,1903-12-16,parliament,PP,6179,2026-01-18 10:42:59.019000,2026-01-18 10:42:59.020000,PROT,26,29.7,214091,barber,,,"{""seats_uncontested"": 11}",730,1898,
AUS,1903-12-16,parliament,FTP,6169,2026-01-18 10:42:58.994000,2026-01-18 10:42:58.995000,FT,25,34.4,247774,barber,,,"{""seats_uncontested"": 4}",730,1938,
AUS,1903-12-16,parliament,ALP,6334,2026-01-18 10:42:59.355000,2026-01-18 10:42:59.356000,ALP,23,31,223163,barber,,,"{""seats_uncontested"": 2}",730,1253,
AUS,1903-12-16,parliament,one-seat,6278,2026-01-18 10:42:59.232000,2026-01-18 10:42:59.233000,Revenue Tariff,1,0.5,3546,barber,Revenue Tariff Party (Tasmania),,{},730,2299,
AUS,1903-12-16,parliament,none,6331,2026-01-18 10:42:59.345000,2026-01-18 10:42:59.346000,Others,0,4.5,32364,barber,,,{},730,1396,
AUS,1906-12-02,parliament,FTP,6391,2026-01-18 10:42:59.489000,2026-01-18 10:42:59.491000,Anti-Socialist,27,38.2,363257,barber,,,"{""seats_uncontested"": 3}",725,1938,
AUS,1906-12-02,parliament,ALP,6170,2026-01-18 10:42:58.997000,2026-01-18 10:42:58.999000,ALP,26,36.6,348711,barber,,,"{""seats_uncontested"": 3}",725,1253,
AUS,1906-12-02,parliament,PP,6180,2026-01-18 10:42:59.022000,2026-01-18 10:42:59.023000,PROT,16,16.4,156425,barber,,,"{""seats_uncontested"": 1}",725,1898,
AUS,1906-12-02,parliament,IPP-V,6258,2026-01-18 10:42:59.194000,2026-01-18 10:42:59.195000,Ind. Protectionist,4,4.8,46074,barber,,,{},725,1917,
AUS,1906-12-02,parliament,WAP,6208,2026-01-18 10:42:59.094000,2026-01-18 10:42:59.095000,WA Party,2,2.3,22154,barber,,,{},725,1906,
AUS,1906-12-02,parliament,none,6374,2026-01-18 10:42:59.437000,2026-01-18 10:42:59.438000,Others,0,1.2,11343,barber,,,{},725,1396,
AUS,1910-04-13,parliament,ALP,6277,2026-01-18 10:42:59.229000,2026-01-18 10:42:59.230000,ALP,43,50,660864,barber,,,"{""seats_uncontested"": 2}",747,1253,
AUS,1910-04-13,parliament,CLP,6326,2026-01-18 10:42:59.335000,2026-01-18 10:42:59.336000,LP,31,45.1,596350,barber,,,"{""seats_uncontested"": 2}",747,2285,
AUS,1910-04-13,parliament,none,6234,2026-01-18 10:42:59.135000,2026-01-18 10:42:59.137000,Others,1,4.5,59526,barber,,,{},747,1396,
AUS,1910-04-13,parliament,no-seat,6257,2026-01-18 10:42:59.191000,2026-01-18 10:42:59.192000,Independent Liberal,0,0.4,5842,barber,Independent Liberal,,{},747,2057,
AUS,1913-05-31,parliament,CLP,6222,2026-01-18 10:42:59.115000,2026-01-18 10:42:59.116000,LP,38,48.9,930076,barber,,,{},748,2285,
AUS,1913-05-31,parliament,ALP,6295,2026-01-18 10:42:59.266000,2026-01-18 10:42:59.268000,ALP,37,48.5,921099,barber,,,{},748,1253,
AUS,1913-05-31,parliament,none,6168,2026-01-18 10:42:58.990000,2026-01-18 10:42:58.992000,Others,0,2.6,49194,barber,,,{},748,1396,
AUS,1914-09-05,parliament,ALP,6299,2026-01-18 10:42:59.273000,2026-01-18 10:42:59.274000,ALP,42,50.9,858451,barber,,,"{""seats_uncontested"": 7}",724,1253,
AUS,1914-09-05,parliament,CLP,6221,2026-01-18 10:42:59.111000,2026-01-18 10:42:59.112000,LP,32,47.2,796397,barber,,,"{""seats_uncontested"": 6}",724,2285,
AUS,1914-09-05,parliament,none,6436,2026-01-18 10:42:59.603000,2026-01-18 10:42:59.605000,Others,1,1.9,31915,barber,,,{},724,1396,
AUS,1917-05-05,parliament,NAT,6204,2026-01-18 10:42:59.084000,2026-01-18 10:42:59.085000,NAT,53,54.2,1021128,barber,,,"{""seats_uncontested"": 7}",750,1905,
AUS,1917-05-05,parliament,ALP,6333,2026-01-18 10:42:59.351000,2026-01-18 10:42:59.353000,ALP,22,43.9,827551,barber,,,"{""seats_uncontested"": 3}",750,1253,
AUS,1917-05-05,parliament,none,6236,2026-01-18 10:42:59.139000,2026-01-18 10:42:59.140000,Others,0,1.8,34755,barber,,,{},750,1396,
AUS,1919-12-13,parliament,NAT,6292,2026-01-18 10:42:59.263000,2026-01-18 10:42:59.264000,NAT,37,45.1,860519,barber,,,{},723,1905,
AUS,1919-12-13,parliament,ALP,6408,2026-01-18 10:42:59.542000,2026-01-18 10:42:59.543000,ALP,26,42.5,811244,barber,,,"{""seats_uncontested"": 2}",723,1253,
AUS,1919-12-13,parliament,VFU-V,6332,2026-01-18 10:42:59.348000,2026-01-18 10:42:59.349000,Victorian Farmers' Union,5,4.2,79839,barber,,,{},723,1929,
AUS,1919-12-13,parliament,NF-NSW,6260,2026-01-18 10:42:59.201000,2026-01-18 10:42:59.202000,Nationalist and Farmers,3,2.4,46730,barber,,,{},723,1918,
AUS,1919-12-13,parliament,NCP|NPA,6312,2026-01-18 10:42:59.307000,2026-01-18 10:42:59.308000,CP,2,0.9,17753,barber,,,{},723,184,
AUS,1919-12-13,parliament,I-Nat,6413,2026-01-18 10:42:59.559000,2026-01-18 10:42:59.560000,Ind. Nationalist,1,1.7,32507,barber,,,{},723,1903,
AUS,1919-12-13,parliament,FS-NSW,6244,2026-01-18 10:42:59.156000,2026-01-18 10:42:59.157000,Farmers and Settlers,1,1,19467,barber,,,{},723,1913,
AUS,1919-12-13,parliament,none,6246,2026-01-18 10:42:59.163000,2026-01-18 10:42:59.164000,Others,0,1.5,28077,barber,,,{},723,1396,
AUS,1922-12-16,parliament,ALP,6190,2026-01-18 10:42:59.046000,2026-01-18 10:42:59.047000,ALP,30,42.3,665597,barber,,,"{""district_results"": {""district"": ""northern_territory"", ""seats"": 1}, ""seats_uncontested"": 1}",726,1253,
AUS,1922-12-16,parliament,NAT,6365,2026-01-18 10:42:59.416000,2026-01-18 10:42:59.418000,NAT,26,35.2,553920,barber,,,"{""seats_uncontested"": 2}",726,1905,
AUS,1922-12-16,parliament,NCP|NPA,6403,2026-01-18 10:42:59.528000,2026-01-18 10:42:59.530000,CP,14,12.6,197513,barber,,,"{""seats_uncontested"": 1}",726,184,
AUS,1922-12-16,parliament,LP,6357,2026-01-18 10:42:59.406000,2026-01-18 10:42:59.407000,LP,5,4.7,73939,barber,,,"{""seats_uncontested"": 1}",726,2286,
AUS,1922-12-16,parliament,none,6282,2026-01-18 10:42:59.242000,2026-01-18 10:42:59.244000,Others,1,4.6,72449,barber,,,{},726,1396,
AUS,1922-12-16,parliament,no-seat,6344,2026-01-18 10:42:59.375000,2026-01-18 10:42:59.377000,Majority Labor,0,0.7,10303,barber,Majority Labor,,{},726,2057,
AUS,1925-11-14,parliament,NAT,6248,2026-01-18 10:43:15.361000,2026-01-18 10:43:15.363000,NAT,37,42.5,1238910,barber,,,"{""seats_uncontested"": 1}",727,1905,6441
AUS,1925-11-14,parliament,ALP,6191,2026-01-18 10:42:59.049000,2026-01-18 10:42:59.051000,ALP,24,45,1314480,barber,,,{},727,1253,
AUS,1925-11-14,parliament,NCP|NPA,6404,2026-01-18 10:43:15.365000,2026-01-18 10:43:15.367000,CP,14,10.7,313363,barber,,,{},727,184,6441
AUS,1925-11-14,parliament,none,6173,2026-01-18 10:42:59.005000,2026-01-18 10:42:59.006000,Others,1,1.7,50929,barber,,,{},727,1396,
AUS,1925-11-14,parliament,C,6441,2026-01-18 10:42:59.614000,2026-01-18 10:42:59.615000,C,,,,barber,,,{},727,1428,
AUS,1928-11-17,parliament,ALP,6378,2026-01-18 10:43:15.373000,2026-01-18 10:43:15.375000,ALP,32,44.7,1159407,barber,,,"{""seats_uncontested"": 3}",728,1253,6442
AUS,1928-11-17,parliament,NAT,6279,2026-01-18 10:42:59.235000,2026-01-18 10:42:59.237000,NAT,29,39.1,1014522,barber,,,"{""seats_uncontested"": 5}",728,1905,
AUS,1928-11-17,parliament,NCP|NPA,6264,2026-01-18 10:43:15.369000,2026-01-18 10:43:15.371000,CP,13,10.5,271686,barber,,,"{""seats_uncontested"": 4}",728,184,6442
AUS,1928-11-17,parliament,none,6339,2026-01-18 10:42:59.365000,2026-01-18 10:42:59.366000,Others,1,4.2,109082,barber,,,{},728,1396,
AUS,1928-11-17,parliament,CPP-V,6249,2026-01-18 10:42:59.170000,2026-01-18 10:42:59.171000,Country Progressive,1,1.6,41713,barber,,,{},728,1914,
AUS,1928-11-17,parliament,C,6442,2026-01-18 10:42:59.617000,2026-01-18 10:42:59.618000,C,,,,barber,,,{},728,1428,
AUS,1929-10-12,parliament,ALP,6194,2026-01-18 10:42:59.056000,2026-01-18 10:42:59.058000,ALP,47,48.8,1406327,barber,,,"{""seats_uncontested"": 6}",729,1253,
AUS,1929-10-12,parliament,NAT,6213,2026-01-18 10:43:15.377000,2026-01-18 10:43:15.379000,NAT,14,33.9,975979,barber,,,{},729,1905,6443
AUS,1929-10-12,parliament,NCP|NPA,6253,2026-01-18 10:43:15.381000,2026-01-18 10:43:15.383000,CP,10,10.3,295640,barber,,,"{""seats_uncontested"": 3}",729,184,6443
AUS,1929-10-12,parliament,I-Nat,6196,2026-01-18 10:42:59.063000,2026-01-18 10:42:59.065000,Ind. Nationalist,3,3.9,112108,barber,,,{},729,1903,
AUS,1929-10-12,parliament,none,6206,2026-01-18 10:42:59.091000,2026-01-18 10:42:59.092000,Others,1,2.1,61254,barber,,,{},729,1396,
AUS,1929-10-12,parliament,CPP-V,6316,2026-01-18 10:42:59.314000,2026-01-18 10:42:59.315000,Country Progressive,1,1,27942,barber,,,{},729,1914,
AUS,1929-10-12,parliament,C,6443,2026-01-18 10:42:59.621000,2026-01-18 10:42:59.622000,C,,,,barber,,,{},729,1428,
AUS,1931-12-19,parliament,UAP,6379,2026-01-18 10:43:15.385000,2026-01-18 10:43:15.386000,UAP,34,36.4,1155809,barber,,,"{""seats_uncontested"": 1}",744,1912,6444
AUS,1931-12-19,parliament,NCP|NPA,6416,2026-01-18 10:43:15.389000,2026-01-18 10:43:15.390000,CP,16,12.2,388544,barber,,,"{""seats_uncontested"": 3}",744,184,6444
AUS,1931-12-19,parliament,ALP,6394,2026-01-18 10:42:59.501000,2026-01-18 10:42:59.503000,Federal Labor,15,27.1,860260,barber,,,{},744,1253,
AUS,1931-12-19,parliament,EC-SA,6201,2026-01-18 10:42:59.074000,2026-01-18 10:42:59.075000,Emergency Committee,6,5.5,174288,barber,,,{},744,1904,
AUS,1931-12-19,parliament,LLP,6254,2026-01-18 10:42:59.184000,2026-01-18 10:42:59.185000,NSW (Lang) Labor,4,10.6,335309,barber,,,{},744,303,
AUS,1931-12-19,parliament,none,6387,2026-01-18 10:42:59.473000,2026-01-18 10:42:59.475000,Others,1,7.9,250794,barber,,,{},744,1396,
AUS,1931-12-19,parliament,C,6444,2026-01-18 10:42:59.624000,2026-01-18 10:42:59.625000,C,,,,barber,,,{},744,1428,
AUS,1934-09-15,parliament,UAP,6232,2026-01-18 10:43:15.392000,2026-01-18 10:43:15.394000,UAP,27,31.9,1134490,barber,,,{},746,1912,6445
AUS,1934-09-15,parliament,ALP,6195,2026-01-18 10:42:59.060000,2026-01-18 10:42:59.061000,Federal Labor,18,26.8,953101,barber,,,"{""seats_uncontested"": 1}",746,1253,
AUS,1934-09-15,parliament,NCP|NPA,6310,2026-01-18 10:43:15.396000,2026-01-18 10:43:15.398000,CP,12,10.4,370405,barber,,,{},746,184,6445
AUS,1934-09-15,parliament,LLP,6193,2026-01-18 10:42:59.053000,2026-01-18 10:42:59.054000,NSW (Lang) Labor,9,14.4,510480,barber,,,{},746,303,
AUS,1934-09-15,parliament,LCL,6411,2026-01-18 10:42:59.552000,2026-01-18 10:42:59.554000,LCL,5,4,142583,barber,,,{},746,1919,
AUS,1934-09-15,parliament,ACP-V,6372,2026-01-18 10:42:59.430000,2026-01-18 10:42:59.431000,Australian Country,2,2.2,77563,barber,,,{},746,1935,
AUS,1934-09-15,parliament,none,6181,2026-01-18 10:42:59.026000,2026-01-18 10:42:59.027000,Others,1,3,107335,barber,,,{},746,1396,
AUS,1934-09-15,parliament,I-Nat,6290,2026-01-18 10:42:59.256000,2026-01-18 10:42:59.257000,Nationalist,1,1,36488,barber,,,{},746,1903,
AUS,1934-09-15,parliament,SCP,6229,2026-01-18 10:42:59.125000,2026-01-18 10:42:59.126000,Social Credit,0,4.7,166589,barber,,,{},746,1911,
AUS,1934-09-15,parliament,CPA,6385,2026-01-18 10:42:59.463000,2026-01-18 10:42:59.465000,Communist,0,1.3,47499,barber,,,{},746,1922,
AUS,1934-09-15,parliament,C,6445,2026-01-18 10:42:59.627000,2026-01-18 10:42:59.629000,C,,,,barber,,,{},746,1428,
AUS,1937-10-23,parliament,ALP,6202,2026-01-18 10:42:59.077000,2026-01-18 10:42:59.078000,ALP,29,43.1,1555737,barber,,,"{""seats_uncontested"": 4}",745,1253,
AUS,1937-10-23,parliament,UAP,6381,2026-01-18 10:43:15.404000,2026-01-18 10:43:15.405000,UAP,28,33.68,1214526,"barber, hug-68",,We subtracted the votes of the Independent UAP from the combined votes of 1240048 . ,{},745,1912,6446
AUS,1937-10-23,parliament,NCP|NPA,6235,2026-01-18 10:43:15.400000,2026-01-18 10:43:15.401000,CP,12,11.5,414779,barber,,,{},745,184,6446
AUS,1937-10-23,parliament,VCP,6272,2026-01-18 10:42:59.222000,2026-01-18 10:42:59.223000,State Country,3,3.4,121321,barber,,,{},745,1920,
AUS,1937-10-23,parliament,none,6325,2026-01-18 10:42:59.331000,2026-01-18 10:42:59.332000,Others,1,4.2,153213,barber,,,{},745,1396,
AUS,1937-10-23,parliament,IUAP-NSW,6474,2026-01-18 10:42:59.724000,2026-01-18 10:42:59.726000,Ind. UAP,1,0.71,25522,"barber, hug-68",,,{},745,1941,
AUS,1937-10-23,parliament,one-seat,6288,2026-01-18 10:42:59.252000,2026-01-18 10:42:59.254000,Federal Country,1,0.7,24179,barber,Federal Country,,{},745,2299,
AUS,1937-10-23,parliament,SCP,6432,2026-01-18 10:42:59.597000,2026-01-18 10:42:59.598000,Social Credit,0,2.2,79432,barber,,,{},745,1911,
AUS,1937-10-23,parliament,C,6446,2026-01-18 10:42:59.631000,2026-01-18 10:42:59.632000,C,,,,barber,,,{},745,1428,
AUS,1940-09-21,parliament,ALP,6307,2026-01-18 10:42:59.294000,2026-01-18 10:42:59.295000,ALP,32,40.1,1556941,barber,,,"{""seats_uncontested"": 1}",738,1253,
AUS,1940-09-21,parliament,UAP,6419,2026-01-18 10:43:15.411000,2026-01-18 10:43:15.413000,UAP,23,30.2,1171788,barber,,,{},738,1912,6447
AUS,1940-09-21,parliament,NCP|NPA,6319,2026-01-18 10:43:15.407000,2026-01-18 10:43:15.409000,CP,10,11.1,429692,barber,,,{},738,184,6447
AUS,1940-09-21,parliament,LLP,6390,2026-01-18 10:42:59.484000,2026-01-18 10:42:59.486000,Non-Communist Labor,4,5.2,202721,barber,,,{},738,303,
AUS,1940-09-21,parliament,none,6346,2026-01-18 10:42:59.382000,2026-01-18 10:42:59.383000,Others,3,8.7,337038,barber,,,{},738,1396,
AUS,1940-09-21,parliament,LCP-V,6212,2026-01-18 10:42:59.101000,2026-01-18 10:42:59.102000,Liberal Country,2,1.3,51223,barber,,,{},738,1939,
AUS,1940-09-21,parliament,one-seat,6362,2026-01-18 10:42:59.413000,2026-01-18 10:42:59.414000,United Country,1,0.8,30567,barber,United Country Party (Victoria),,{},738,2299,
AUS,1940-09-21,parliament,SL-NSW,6250,2026-01-18 10:42:59.173000,2026-01-18 10:42:59.175000,State Labor,0,2.6,101191,barber,,,{},738,1908,
AUS,1940-09-21,parliament,C,6447,2026-01-18 10:42:59.634000,2026-01-18 10:42:59.635000,C,,,,barber,,,{},738,1428,
AUS,1943-08-21,parliament,ALP,6186,2026-01-18 10:42:59.036000,2026-01-18 10:42:59.037000,ALP,49,49.9,2059260,barber,,,"{""seats_uncontested"": 1}",737,1253,
AUS,1943-08-21,parliament,UAP,6437,2026-01-18 10:43:15.419000,2026-01-18 10:43:15.420000,UAP,12,16,661750,barber,,,{},737,1912,6448
AUS,1943-08-21,parliament,NCP|NPA,6364,2026-01-18 10:43:15.415000,2026-01-18 10:43:15.416000,CP,8,6.3,260521,barber,,,{},737,184,6448
AUS,1943-08-21,parliament,none,6245,2026-01-18 10:42:59.159000,2026-01-18 10:42:59.161000,Others,3,12.8,529271,barber,,,{},737,1396,
AUS,1943-08-21,parliament,C,6448,2026-01-18 10:42:59.637000,2026-01-18 10:42:59.639000,Country-National,1,4,166419,"barber, hug-68",United Australia Party (UAP) and a part of the Country Party (CP) (led by Fadden) ran together in 1943 as the Country-National Party in Queensland (Hughes and Graham 1968). ,,{},737,1428,
AUS,1943-08-21,parliament,LCL,6266,2026-01-18 10:42:59.204000,2026-01-18 10:42:59.206000,LCL,1,3.5,145665,barber,,,{},737,1919,
AUS,1943-08-21,parliament,QC,6313,2026-01-18 10:42:59.311000,2026-01-18 10:42:59.312000,Queensland Country,1,1.5,61196,barber,,,{},737,1928,
AUS,1943-08-21,parliament,OPA,6380,2026-01-18 10:42:59.450000,2026-01-18 10:42:59.452000,One Parliament for Aust.,0,2.1,87112,barber,,,{},737,1936,
AUS,1943-08-21,parliament,CPA,6280,2026-01-18 10:42:59.239000,2026-01-18 10:42:59.240000,COM,0,2,81816,barber,,,{},737,1922,
AUS,1943-08-21,parliament,LDP-NSW,6311,2026-01-18 10:42:59.304000,2026-01-18 10:42:59.305000,Liberal Democrats,0,1,42149,barber,,,{},737,1927,
AUS,1946-09-28,parliament,ALP,6398,2026-01-18 10:42:59.511000,2026-01-18 10:42:59.513000,ALP,43,49.7,2160630,barber,,,{},739,1253,
AUS,1946-09-28,parliament,LPA,6243,2026-01-18 10:43:15.422000,2026-01-18 10:43:15.424000,LP,15,28.6,1241650,barber,,,{},739,1411,6449
AUS,1946-09-28,parliament,NCP|NPA,6296,2026-01-18 10:43:15.426000,2026-01-18 10:43:15.428000,CP,12,10.7,464737,barber,,,{},739,184,6449
AUS,1946-09-28,parliament,LCL,6324,2026-01-18 10:42:59.328000,2026-01-18 10:42:59.329000,LCL,2,4.4,190169,barber,,,{},739,1919,
AUS,1946-09-28,parliament,none,6308,2026-01-18 10:42:59.297000,2026-01-18 10:42:59.298000,Others,2,2.3,101708,barber,,,{},739,1396,
AUS,1946-09-28,parliament,LLP,6435,2026-01-18 10:42:59.600000,2026-01-18 10:42:59.601000,Lang Labor,1,1.6,69138,barber,,,{},739,303,
AUS,1946-09-28,parliament,CPA,6356,2026-01-18 10:42:59.403000,2026-01-18 10:42:59.404000,Communist,0,1.5,64811,barber,,,{},739,1922,
AUS,1946-09-28,parliament,SPA,6178,2026-01-18 10:42:59.015000,2026-01-18 10:42:59.017000,Services Party of Aust.,0,1.2,54000,barber,,,{},739,1897,
AUS,1946-09-28,parliament,C,6449,2026-01-18 10:42:59.641000,2026-01-18 10:42:59.642000,C,,,,barber,,,{},739,1428,
AUS,1949-12-10,parliament,LPA,6172,2026-01-18 10:43:15.430000,2026-01-18 10:43:15.431000,LP,55,39.3,1816304,barber,,,{},734,1411,6450
AUS,1949-12-10,parliament,ALP,6405,2026-01-18 10:42:59.532000,2026-01-18 10:42:59.533000,ALP,48,46,2124214,barber,,,{},734,1253,
AUS,1949-12-10,parliament,NCP|NPA,6285,2026-01-18 10:43:15.433000,2026-01-18 10:43:15.435000,CP,19,10.8,500349,barber,,,{},734,184,6450
AUS,1949-12-10,parliament,none,6345,2026-01-18 10:42:59.379000,2026-01-18 10:42:59.380000,Others,1,3.9,179913,barber,,,{},734,1396,
AUS,1949-12-10,parliament,C,6450,2026-01-18 10:42:59.644000,2026-01-18 10:42:59.645000,C,,,,barber,,,{},734,1428,
AUS,1951-04-28,parliament,ALP,6247,2026-01-18 10:42:59.166000,2026-01-18 10:42:59.168000,ALP,54,47.7,2183958,barber,,,{},763,1253,
AUS,1951-04-28,parliament,LPA,6425,2026-01-18 10:43:15.441000,2026-01-18 10:43:15.443000,LP,52,40.5,1857086,barber,,,{},763,1411,6451
AUS,1951-04-28,parliament,NCP|NPA,6211,2026-01-18 10:43:15.437000,2026-01-18 10:43:15.439000,CP,17,9.7,444798,barber,,,{},763,184,6451
AUS,1951-04-28,parliament,none,6395,2026-01-18 10:42:59.506000,2026-01-18 10:42:59.508000,Others,0,2.1,96902,barber,,,{},763,1396,
AUS,1951-04-28,parliament,C,6451,2026-01-18 10:42:59.647000,2026-01-18 10:42:59.649000,C,,,,barber,,,{},763,1428,
AUS,1954-05-29,parliament,ALP,6342,2026-01-18 10:42:59.369000,2026-01-18 10:42:59.370000,ALP,59,50.1,2292881,barber,,,{},743,1253,
AUS,1954-05-29,parliament,LPA,6355,2026-01-18 10:43:15.448000,2026-01-18 10:43:15.450000,LP,47,38.5,1761607,barber,,"Includes LCP in Victoria, LCL in South Australia and Western Australia. ",{},743,1411,6452
AUS,1954-05-29,parliament,NCP|NPA,6275,2026-01-18 10:43:15.445000,2026-01-18 10:43:15.446000,CP,17,8.5,389334,barber,,Includes CDL in Western Australia. ,{},743,184,6452
AUS,1954-05-29,parliament,none,6303,2026-01-18 10:42:59.283000,2026-01-18 10:42:59.285000,Others,0,2.9,132616,barber,,,{},743,1396,
AUS,1954-05-29,parliament,C,6452,2026-01-18 10:42:59.651000,2026-01-18 10:42:59.652000,C,,,,barber,,,{},743,1428,
AUS,1955-12-10,parliament,LPA,6283,2026-01-18 10:43:15.456000,2026-01-18 10:43:15.457000,LP,57,39.7,1751748,barber,,"Includes LCP in Victoria, LCL in South Australia and Western Australia.",{},742,1411,6453
AUS,1955-12-10,parliament,ALP,6268,2026-01-18 10:42:59.208000,2026-01-18 10:42:59.209000,ALP,49,44.7,1971417,barber,,,{},742,1253,
AUS,1955-12-10,parliament,NCP|NPA,6174,2026-01-18 10:43:15.452000,2026-01-18 10:43:15.454000,CP,18,7.9,347445,barber,,Includes CDL in Western Australia. Two candidates elected unopposed.,{},742,184,6453
AUS,1955-12-10,parliament,DLP,6259,2026-01-18 10:42:59.197000,2026-01-18 10:42:59.199000,ACL,0,5.1,227083,barber,,,{},742,1306,
AUS,1955-12-10,parliament,none,6388,2026-01-18 10:42:59.478000,2026-01-18 10:42:59.480000,Others,0,2.6,112693,barber,,,{},742,1396,
AUS,1955-12-10,parliament,C,6453,2026-01-18 10:42:59.654000,2026-01-18 10:42:59.655000,C,,,,barber,,,{},742,1428,
AUS,1958-11-22,parliament,LPA,6360,2026-01-18 10:43:15.463000,2026-01-18 10:43:15.465000,LP,58,37.1,1863563,barber,,,{},749,1411,6454
AUS,1958-11-22,parliament,ALP,6438,2026-01-18 10:42:59.607000,2026-01-18 10:42:59.608000,ALP,47,42.9,2154023,barber,,,{},749,1253,
AUS,1958-11-22,parliament,NCP|NPA,6216,2026-01-18 10:43:15.460000,2026-01-18 10:43:15.461000,CP,19,9.3,465320,barber,,,{},749,184,6454
AUS,1958-11-22,parliament,DLP,6286,2026-01-18 10:42:59.246000,2026-01-18 10:42:59.247000,DLP,0,9.4,469723,barber,,,{},749,1306,
AUS,1958-11-22,parliament,none,6418,2026-01-18 10:42:59.569000,2026-01-18 10:42:59.571000,Others,0,1.3,65383,barber,,,{},749,1396,
AUS,1958-11-22,parliament,C,6454,2026-01-18 10:42:59.657000,2026-01-18 10:42:59.659000,C,,,,barber,,,{},749,1428,
AUS,1961-12-09,parliament,ALP,6358,2026-01-18 10:42:59.409000,2026-01-18 10:42:59.411000,ALP,62,48,2534702,barber,,,{},740,1253,
AUS,1961-12-09,parliament,LPA,6165,2026-01-18 10:43:15.467000,2026-01-18 10:43:15.469000,LP,45,33.5,1771001,barber,,"Includes LCP in Victoria, LCL in South Australia and Western Australia.",{},740,1411,6455
AUS,1961-12-09,parliament,NCP|NPA,6320,2026-01-18 10:43:15.471000,2026-01-18 10:43:15.472000,CP,17,8.5,446475,barber,,Includes CDL in Western Australia.,{},740,184,6455
AUS,1961-12-09,parliament,DLP,6200,2026-01-18 10:42:59.070000,2026-01-18 10:42:59.071000,DLP,0,8.7,456962,barber,,Includes QLP in Queensland.,{},740,1306,
AUS,1961-12-09,parliament,none,6305,2026-01-18 10:42:59.290000,2026-01-18 10:42:59.291000,Others,0,1.4,72397,barber,,,{},740,1396,
AUS,1961-12-09,parliament,C,6455,2026-01-18 10:42:59.661000,2026-01-18 10:42:59.662000,C,,,,barber,,,{},740,1428,
AUS,1963-11-30,parliament,ALP,6426,2026-01-18 10:42:59.586000,2026-01-18 10:42:59.588000,ALP,52,45.5,2507168,barber,,,{},741,1253,
AUS,1963-11-30,parliament,LPA,6242,2026-01-18 10:43:15.475000,2026-01-18 10:43:15.476000,LP,52,37.1,2045571,barber,,Includes LCP in Victoria and LCL in South Australia.,{},741,1411,6456
AUS,1963-11-30,parliament,NCP|NPA,6263,2026-01-18 10:43:15.478000,2026-01-18 10:43:15.480000,CP,20,8.9,489498,barber,,,{},741,184,6456
AUS,1963-11-30,parliament,DLP,6386,2026-01-18 10:42:59.468000,2026-01-18 10:42:59.470000,DLP,0,7.4,407416,barber,,,{},741,1306,
AUS,1963-11-30,parliament,none,6412,2026-01-18 10:42:59.556000,2026-01-18 10:42:59.557000,Others,0,1,57792,barber,,,{},741,1396,
AUS,1963-11-30,parliament,C,6456,2026-01-18 10:42:59.664000,2026-01-18 10:42:59.666000,C,,,,barber,,,{},741,1428,
AUS,1966-11-26,parliament,LPA,6336,2026-01-18 10:43:15.482000,2026-01-18 10:43:15.483000,LP,61,40.1,2291964,barber,,Includes LCL in South Australia.,{},764,1411,6457
AUS,1966-11-26,parliament,ALP,6233,2026-01-18 10:42:59.132000,2026-01-18 10:42:59.133000,ALP,41,40,2282834,barber,,,{},764,1253,
AUS,1966-11-26,parliament,NCP|NPA,6389,2026-01-18 10:43:15.486000,2026-01-18 10:43:15.487000,CP,21,9.8,561926,barber,,,{},764,184,6457
AUS,1966-11-26,parliament,none,6417,2026-01-18 10:42:59.566000,2026-01-18 10:42:59.567000,Others,1,2.7,155614,barber,,,{},764,1396,
AUS,1966-11-26,parliament,DLP,6300,2026-01-18 10:42:59.276000,2026-01-18 10:42:59.278000,DLP,0,7.3,417411,barber,,,{},764,1306,
AUS,1966-11-26,parliament,C,6457,2026-01-18 10:42:59.668000,2026-01-18 10:42:59.669000,C,,,,barber,,,{},764,1428,
AUS,1969-10-25,parliament,ALP,6322,2026-01-18 10:42:59.321000,2026-01-18 10:42:59.322000,ALP,59,47,2870792,barber,,,{},735,1253,
AUS,1969-10-25,parliament,LPA,6383,2026-01-18 10:43:15.493000,2026-01-18 10:43:15.495000,LP,46,34.8,2125987,barber,,Includes LCL in South Australia.,{},735,1411,6458
